ACC_X 0, ACC_Y 0, ACC_Z 0, ACC_X 1, ACC_Y 1, ACC_Z 1, ACC_X 2, ACC_Y 2, ACC_Z 2, Time[ms]
-0.050294,-0.013184,-0.9971,-0.34962,0.929716,0.21192,0.140141,-0.021485,-1.024933,  --- 318.054230
-0.062014,-0.012696,-0.98294,-0.350108,0.938505,0.224128,0.144536,-0.031739,-1.020539,  --- 319.054382
-0.052736,-0.003906,-0.990264,-0.354015,0.9429,0.21485,0.146,-0.024903,-1.029328,  --- 320.334167
-0.052736,-0.003906,-0.990264,-0.354015,0.9429,0.21485,0.146,-0.024903,-1.029328,  --- 321.334351
-0.049318,-0.007324,-0.992217,-0.351085,0.933622,0.198736,0.13477,-0.031251,-1.036164,  --- 322.334503
-0.049318,-0.007324,-0.992217,-0.351085,0.933622,0.198736,0.13477,-0.031251,-1.036164,  --- 323.334625
-0.045412,-0.012696,-0.999054,-0.356944,0.929716,0.22071,0.146489,-0.029786,-1.027863,  --- 324.334778
-0.045412,-0.012696,-0.999054,-0.356944,0.929716,0.22071,0.146489,-0.029786,-1.027863,  --- 325.334991
-0.057619,-0.011719,-0.989776,-0.362316,0.944364,0.209967,0.143071,-0.02295,-1.036164,  --- 326.335144
-0.057619,-0.011719,-0.989776,-0.362316,0.944364,0.209967,0.143071,-0.02295,-1.036164,  --- 327.335388
-0.053713,-0.011231,-0.996612,-0.350108,0.920438,0.228034,0.137211,-0.026368,-1.039582,  --- 328.335724
-0.053713,-0.011231,-0.996612,-0.350108,0.920438,0.228034,0.137211,-0.026368,-1.039582,  --- 329.534027
-0.047853,-0.004395,-0.971709,-0.354991,0.940458,0.205573,0.139653,-0.026856,-1.023468,  --- 330.534210
-0.047853,-0.004395,-0.971709,-0.354991,0.940458,0.205573,0.139653,-0.026856,-1.023468,  --- 331.539520
-0.052736,-0.004883,-0.990753,-0.362316,0.928739,0.216315,0.136235,-0.023438,-1.036652,  --- 332.539886
-0.049318,-0.007813,-0.971709,-0.354503,0.940946,0.206549,0.147954,-0.028321,-1.038606,  --- 333.540192
-0.049318,-0.007813,-0.971709,-0.354503,0.940946,0.206549,0.147954,-0.028321,-1.038606,  --- 334.540497
-0.056154,-0.008301,-0.993194,-0.345714,0.927274,0.213385,0.144047,-0.018555,-1.029816,  --- 335.540710
-0.056154,-0.008301,-0.993194,-0.345714,0.927274,0.213385,0.144047,-0.018555,-1.029816,  --- 336.540894
-0.065432,-0.008301,-0.975615,-0.356456,0.933622,0.208502,0.137699,-0.027345,-1.023957,  --- 337.541046
-0.065432,-0.008301,-0.975615,-0.356456,0.933622,0.208502,0.137699,-0.027345,-1.023957,  --- 338.541260
-0.050783,-0.009278,-0.983428,-0.362316,0.928739,0.203619,0.136723,-0.019044,-1.038117,  --- 339.541412
-0.050783,-0.009278,-0.983428,-0.362316,0.928739,0.203619,0.136723,-0.019044,-1.038117,  --- 340.541565
-0.052248,0.000977,-0.993194,-0.354991,0.930204,0.197272,0.136723,-0.021973,-1.019562,  --- 341.541687
-0.054689,0.001465,-0.974639,-0.354015,0.921903,0.19483,0.131352,-0.019532,-1.036652,  --- 342.796295
-0.054689,0.001465,-0.974639,-0.354015,0.921903,0.19483,0.131352,-0.019532,-1.036652,  --- 343.796448
-0.047853,-0.010743,-0.986358,-0.358409,0.949247,0.203131,0.140629,-0.028809,-1.034211,  --- 344.796600
-0.047853,-0.010743,-0.986358,-0.358409,0.949247,0.203131,0.140629,-0.028809,-1.034211,  --- 345.796753
-0.056154,-0.020508,-0.972686,-0.348643,0.930204,0.218268,0.146977,-0.019044,-1.02884,  --- 346.799408
-0.056154,-0.020508,-0.972686,-0.348643,0.930204,0.218268,0.146977,-0.019044,-1.02884,  --- 347.799805
-0.051271,-0.010743,-0.989288,-0.354503,0.93997,0.201666,0.138676,-0.023927,-1.043489,  --- 348.799957
-0.051271,-0.010743,-0.989288,-0.354503,0.93997,0.201666,0.138676,-0.023927,-1.043489,  --- 349.800415
-0.054201,-0.00586,-0.984405,-0.349132,0.941923,0.205573,0.140141,-0.027833,-1.032746,  --- 350.800598
-0.059084,-0.010743,-0.988311,-0.351085,0.924833,0.221686,0.135746,-0.019532,-1.039094,  --- 352.138458
-0.059084,-0.010743,-0.988311,-0.351085,0.924833,0.221686,0.135746,-0.019532,-1.039094,  --- 353.138672
-0.050783,-0.003418,-0.979033,-0.356456,0.934599,0.209479,0.136235,-0.027833,-1.027375,  --- 354.138916
-0.050783,-0.003418,-0.979033,-0.356456,0.934599,0.209479,0.136235,-0.027833,-1.027375,  --- 355.139282
-0.055666,-0.006836,-0.975615,-0.342295,0.935087,0.199225,0.145024,-0.020508,-1.036164,  --- 356.139465
-0.055666,-0.006836,-0.975615,-0.342295,0.935087,0.199225,0.145024,-0.020508,-1.036164,  --- 357.139648
-0.051759,-0.00293,-0.986358,-0.356456,0.917508,0.218757,0.135746,-0.018555,-1.02884,  --- 358.139862
-0.051759,-0.00293,-0.986358,-0.356456,0.917508,0.218757,0.135746,-0.018555,-1.02884,  --- 359.140045
-0.054689,0.000977,-0.984893,-0.350108,0.945829,0.211432,0.135746,-0.030274,-1.025422,  --- 360.140259
-0.054689,0.000977,-0.984893,-0.350108,0.945829,0.211432,0.135746,-0.030274,-1.025422,  --- 361.447052
-0.044435,-0.012696,-0.993194,-0.354503,0.93997,0.210944,0.137211,-0.027833,-1.031281,  --- 362.447235
-0.047853,-0.012207,-0.986358,-0.36378,0.935087,0.203131,0.135746,-0.021485,-1.057649,  --- 363.447418
-0.047853,-0.012207,-0.986358,-0.36378,0.935087,0.203131,0.135746,-0.021485,-1.057649,  --- 364.447662
-0.042482,0.000488,-0.993682,-0.354503,0.943876,0.20069,0.138676,-0.024903,-1.036652,  --- 365.447876
-0.042482,0.000488,-0.993682,-0.354503,0.943876,0.20069,0.138676,-0.024903,-1.036652,  --- 366.448151
-0.059084,-0.02002,-0.999542,-0.359386,0.923856,0.21778,0.140141,-0.02295,-1.035676,  --- 367.448334
-0.059084,-0.02002,-0.999542,-0.359386,0.923856,0.21778,0.140141,-0.02295,-1.035676,  --- 368.448547
-0.047365,-0.012207,-0.983428,-0.352061,0.927762,0.195807,0.135746,-0.031251,-1.038117,  --- 369.448730
-0.047365,-0.012207,-0.983428,-0.352061,0.927762,0.195807,0.135746,-0.031251,-1.038117,  --- 370.448944
-0.048341,0.003906,-0.996124,-0.363292,0.93411,0.215339,0.141606,-0.020997,-1.019562,  --- 371.449158
-0.048341,0.003906,-0.996124,-0.363292,0.93411,0.215339,0.141606,-0.020997,-1.019562,  --- 372.727783
-0.045412,-0.003418,-0.984405,-0.357433,0.949736,0.211432,0.134281,-0.015625,-1.024445,  --- 373.727966
-0.062502,-0.003906,-0.994659,-0.347667,0.923368,0.205084,0.137211,-0.015137,-1.036164,  --- 374.759430
-0.062502,-0.003906,-0.994659,-0.347667,0.923368,0.205084,0.137211,-0.015137,-1.036164,  --- 375.759644
-0.061525,-0.008789,-0.994171,-0.355479,0.944364,0.21485,0.149907,-0.020997,-1.029816,  --- 376.759857
-0.061525,-0.008789,-0.994171,-0.355479,0.944364,0.21485,0.149907,-0.020997,-1.029816,  --- 377.760040
-0.050294,-0.003418,-0.987823,-0.351085,0.926786,0.205573,0.143559,-0.020997,-1.038117,  --- 378.760193
-0.050294,-0.003418,-0.987823,-0.351085,0.926786,0.205573,0.143559,-0.020997,-1.038117,  --- 379.760345
-0.043947,-0.009766,-0.973174,-0.353526,0.935087,0.220221,0.139164,-0.031739,-1.029328,  --- 380.760529
-0.043947,-0.009766,-0.973174,-0.353526,0.935087,0.220221,0.139164,-0.031739,-1.029328,  --- 381.763794
-0.047365,-0.02002,-0.983428,-0.34669,0.922391,0.206549,0.130375,-0.024903,-1.027375,  --- 382.764099
-0.048341,-0.005371,-0.986846,-0.340342,0.935087,0.20069,0.138676,-0.017579,-1.030793,  --- 384.046448
-0.048341,-0.005371,-0.986846,-0.340342,0.935087,0.20069,0.138676,-0.017579,-1.030793,  --- 385.046631
-0.047365,-0.009278,-0.986358,-0.35255,0.933134,0.205573,0.141606,-0.032716,-1.035676,  --- 386.046814
-0.047365,-0.009278,-0.986358,-0.35255,0.933134,0.205573,0.141606,-0.032716,-1.035676,  --- 387.047028
-0.047853,-0.007324,-0.985381,-0.346202,0.936552,0.203619,0.142094,-0.018555,-1.026886,  --- 388.047241
-0.047853,-0.007324,-0.985381,-0.346202,0.936552,0.203619,0.142094,-0.018555,-1.026886,  --- 389.047455
-0.055177,-0.020997,-0.979033,-0.344737,0.933622,0.210456,0.146,-0.031251,-1.034211,  --- 390.047638
-0.055177,-0.020997,-0.979033,-0.344737,0.933622,0.210456,0.146,-0.031251,-1.034211,  --- 391.047852
-0.0459,-0.011231,-0.97708,-0.352061,0.941435,0.213385,0.137699,-0.022462,-1.036164,  --- 392.048035
-0.0459,-0.011231,-0.97708,-0.352061,0.941435,0.213385,0.137699,-0.022462,-1.036164,  --- 393.325317
-0.053224,-0.021973,-0.990264,-0.358898,0.931669,0.218757,0.144047,-0.028809,-1.031281,  --- 394.325470
-0.053224,-0.007813,-0.987334,-0.348643,0.927762,0.209967,0.136723,-0.021485,-1.033723,  --- 395.325653
-0.053224,-0.007813,-0.987334,-0.348643,0.927762,0.209967,0.136723,-0.021485,-1.033723,  --- 396.325867
-0.064943,0.001465,-1.003448,-0.355968,0.937528,0.222175,0.141606,-0.024903,-1.034699,  --- 397.343201
-0.064943,0.001465,-1.003448,-0.355968,0.937528,0.222175,0.141606,-0.024903,-1.034699,  --- 398.343414
-0.051271,-0.011719,-0.986846,-0.356456,0.9429,0.199225,0.136235,-0.013672,-1.02298,  --- 399.343628
-0.051271,-0.011719,-0.986846,-0.356456,0.9429,0.199225,0.136235,-0.013672,-1.02298,  --- 400.343842
-0.051271,-0.011231,-0.981963,-0.349132,0.93997,0.214362,0.141606,-0.034669,-1.041047,  --- 401.344025
-0.051271,-0.011231,-0.981963,-0.349132,0.93997,0.214362,0.141606,-0.034669,-1.041047,  --- 402.344269
-0.055666,-0.008301,-0.9971,-0.354015,0.939481,0.21192,0.13184,-0.027345,-1.038606,  --- 403.344452
-0.047853,-0.009278,-0.984893,-0.357921,0.93997,0.210944,0.146,-0.032716,-1.034699,  --- 404.580322
-0.047853,-0.009278,-0.984893,-0.357921,0.93997,0.210944,0.146,-0.032716,-1.034699,  --- 405.580505
-0.058596,-0.012207,-0.994171,-0.362804,0.933134,0.215339,0.134281,-0.027345,-1.037629,  --- 406.580688
-0.058596,-0.012207,-0.994171,-0.362804,0.933134,0.215339,0.134281,-0.027345,-1.037629,  --- 407.580872
-0.064943,-0.00586,-0.994659,-0.347178,0.938017,0.198736,0.146,-0.026368,-1.029816,  --- 408.581055
-0.064943,-0.00586,-0.994659,-0.347178,0.938017,0.198736,0.146,-0.026368,-1.029816,  --- 409.581238
-0.053224,-0.016602,-0.991241,-0.348643,0.924344,0.232429,0.143559,-0.025391,-1.032746,  --- 410.581451
-0.053224,-0.016602,-0.991241,-0.348643,0.924344,0.232429,0.143559,-0.025391,-1.032746,  --- 411.581696
-0.046388,-0.008789,-0.984893,-0.339854,0.952665,0.202643,0.143559,-0.031739,-1.049836,  --- 412.581909
-0.046388,-0.008789,-0.984893,-0.339854,0.952665,0.202643,0.143559,-0.031739,-1.049836,  --- 413.582092
-0.052248,-0.004395,-0.9971,-0.357921,0.921903,0.207526,0.144047,-0.025391,-1.043977,  --- 414.582275
-0.054201,0.000977,-0.986358,-0.351085,0.943388,0.210944,0.149419,-0.033204,-1.030305,  --- 415.852142
-0.054201,0.000977,-0.986358,-0.351085,0.943388,0.210944,0.149419,-0.033204,-1.030305,  --- 416.852356
-0.053224,-0.009766,-0.994171,-0.353526,0.926786,0.213385,0.150395,-0.024415,-1.029816,  --- 417.852600
-0.053224,-0.009766,-0.994171,-0.353526,0.926786,0.213385,0.150395,-0.024415,-1.029816,  --- 418.852814
-0.047365,-0.008301,-0.988311,-0.347667,0.9429,0.205573,0.146489,-0.018555,-1.02005,  --- 419.853027
-0.047365,-0.008301,-0.988311,-0.347667,0.9429,0.205573,0.146489,-0.018555,-1.02005,  --- 420.853210
-0.058596,-0.012696,-0.988311,-0.353526,0.938017,0.224128,0.146489,-0.031251,-1.025422,  --- 421.853333
-0.058596,-0.012696,-0.988311,-0.353526,0.938017,0.224128,0.146489,-0.031251,-1.025422,  --- 422.853485
-0.051759,-0.017579,-0.988799,-0.343272,0.940458,0.210944,0.136235,-0.026856,-1.044465,  --- 423.853699
-0.051759,-0.017579,-0.988799,-0.343272,0.940458,0.210944,0.136235,-0.026856,-1.044465,  --- 424.853912
-0.054201,-0.002441,-0.982451,-0.35255,0.923856,0.199713,0.138676,-0.031739,-1.020539,  --- 425.854065
-0.055666,-0.010743,-0.991241,-0.351085,0.943876,0.207037,0.142582,-0.031739,-1.026398,  --- 427.131378
-0.055666,-0.010743,-0.991241,-0.351085,0.943876,0.207037,0.142582,-0.031739,-1.026398,  --- 428.131531
-0.051759,-0.008301,-0.983428,-0.354015,0.93411,0.199225,0.136723,-0.027833,-1.029328,  --- 429.131653
-0.051759,-0.008301,-0.983428,-0.354015,0.93411,0.199225,0.136723,-0.027833,-1.029328,  --- 430.131805
-0.055177,-0.013672,-0.991729,-0.348643,0.936552,0.206061,0.136723,-0.019044,-1.030305,  --- 431.131958
-0.055177,-0.013672,-0.991729,-0.348643,0.936552,0.206061,0.136723,-0.019044,-1.030305,  --- 432.132111
-0.053224,-0.012696,-0.979522,-0.353526,0.934599,0.215827,0.143071,-0.014161,-1.024445,  --- 433.150787
-0.053224,-0.012696,-0.979522,-0.353526,0.934599,0.215827,0.143071,-0.014161,-1.024445,  --- 434.151215
-0.052248,-0.006836,-0.994171,-0.351573,0.940458,0.201178,0.140629,-0.018555,-1.04593,  --- 435.151520
-0.052248,-0.006836,-0.994171,-0.351573,0.940458,0.201178,0.140629,-0.018555,-1.04593,  --- 436.451752
-0.053224,-0.015137,-0.987334,-0.362316,0.936063,0.206549,0.140141,-0.027345,-1.038117,  --- 437.451874
-0.051759,-0.005371,-0.988799,-0.356944,0.936552,0.215339,0.134281,-0.012207,-1.046418,  --- 438.452148
-0.051759,-0.005371,-0.988799,-0.356944,0.936552,0.215339,0.134281,-0.012207,-1.046418,  --- 439.452301
-0.052736,-0.011231,-0.981963,-0.358409,0.933134,0.210944,0.143071,-0.016114,-1.029328,  --- 440.452423
-0.052736,-0.011231,-0.981963,-0.358409,0.933134,0.210944,0.143071,-0.016114,-1.029328,  --- 441.452667
-0.052248,-0.002441,-0.990264,-0.357921,0.933622,0.211432,0.139653,-0.029298,-1.003448,  --- 442.452942
-0.052248,-0.002441,-0.990264,-0.357921,0.933622,0.211432,0.139653,-0.029298,-1.003448,  --- 443.453156
-0.054201,-0.008301,-0.990753,-0.360362,0.937528,0.205573,0.141606,-0.029786,-1.030793,  --- 444.453369
-0.054201,-0.008301,-0.990753,-0.360362,0.937528,0.205573,0.141606,-0.029786,-1.030793,  --- 445.453522
-0.052736,0.00293,-0.97415,-0.351573,0.930204,0.208991,0.138188,-0.022462,-1.026398,  --- 446.453644
-0.052736,0.00293,-0.97415,-0.351573,0.930204,0.208991,0.138188,-0.022462,-1.026398,  --- 447.627533
-0.058107,-0.014161,-0.979522,-0.362804,0.927274,0.206061,0.141118,-0.028321,-1.038117,  --- 448.627808
-0.050294,-0.007813,-0.979033,-0.34962,0.935575,0.199713,0.143071,-0.024415,-1.026886,  --- 449.681793
-0.050294,-0.007813,-0.979033,-0.34962,0.935575,0.199713,0.143071,-0.024415,-1.026886,  --- 450.682190
-0.047853,0,-0.992706,-0.353038,0.924833,0.216803,0.140629,-0.029786,-1.02298,  --- 451.682495
-0.047853,0,-0.992706,-0.353038,0.924833,0.216803,0.140629,-0.029786,-1.02298,  --- 452.686646
-0.049806,-0.005371,-0.980987,-0.352061,0.93997,0.201666,0.128422,-0.01709,-1.030793,  --- 453.686798
-0.049806,-0.005371,-0.980987,-0.352061,0.93997,0.201666,0.128422,-0.01709,-1.030793,  --- 454.687073
-0.053713,-0.009278,-0.979033,-0.355968,0.922391,0.21485,0.151372,-0.030274,-1.033723,  --- 455.687256
-0.053713,-0.009278,-0.979033,-0.355968,0.922391,0.21485,0.151372,-0.030274,-1.033723,  --- 456.687439
-0.044435,-0.003906,-0.98001,-0.345225,0.936552,0.19776,0.141606,-0.027833,-1.038117,  --- 457.687561
-0.044435,-0.003906,-0.98001,-0.345225,0.936552,0.19776,0.141606,-0.027833,-1.038117,  --- 458.687714
-0.041993,-0.002441,-0.991241,-0.353038,0.916043,0.207526,0.139653,-0.022462,-1.034211,  --- 459.687866
-0.053224,-0.014161,-0.971221,-0.355968,0.938017,0.206061,0.13477,-0.036134,-1.036652,  --- 461.016327
-0.053224,-0.014161,-0.971221,-0.355968,0.938017,0.206061,0.13477,-0.036134,-1.036652,  --- 462.016479
-0.06006,-0.008301,-0.978545,-0.359386,0.93411,0.204108,0.137699,-0.019044,-1.043977,  --- 463.016632
-0.06006,-0.008301,-0.978545,-0.359386,0.93411,0.204108,0.137699,-0.019044,-1.043977,  --- 464.016754
-0.056154,-0.014161,-0.987334,-0.358409,0.938505,0.216315,0.133793,-0.028321,-1.040559,  --- 465.016968
-0.056154,-0.014161,-0.987334,-0.358409,0.938505,0.216315,0.133793,-0.028321,-1.040559,  --- 466.017242
-0.044923,-0.004883,-0.979033,-0.354991,0.936552,0.211432,0.142094,-0.036134,-1.035676,  --- 467.017456
-0.044923,-0.004883,-0.979033,-0.354991,0.936552,0.211432,0.142094,-0.036134,-1.035676,  --- 468.017761
-0.048341,-0.015625,-0.994171,-0.363292,0.930204,0.201178,0.138188,-0.02588,-1.039094,  --- 469.018036
-0.056642,-0.004883,-0.967314,-0.356456,0.941435,0.20069,0.136723,-0.033204,-1.042024,  --- 470.365936
-0.056642,-0.004883,-0.967314,-0.356456,0.941435,0.20069,0.136723,-0.033204,-1.042024,  --- 471.366089
-0.051271,-0.009278,-0.983428,-0.362804,0.924344,0.21485,0.147954,-0.02002,-1.036652,  --- 472.366241
-0.051271,-0.009278,-0.983428,-0.362804,0.924344,0.21485,0.147954,-0.02002,-1.036652,  --- 473.366394
-0.049806,-0.011719,-0.994171,-0.348155,0.938505,0.214362,0.140629,-0.028321,-1.041047,  --- 474.366547
-0.049806,-0.011719,-0.994171,-0.348155,0.938505,0.214362,0.140629,-0.028321,-1.041047,  --- 475.366699
-0.047853,-0.010254,-0.98587,-0.363292,0.928739,0.208991,0.138676,-0.027833,-1.029328,  --- 476.366852
-0.047853,-0.010254,-0.98587,-0.363292,0.928739,0.208991,0.138676,-0.027833,-1.029328,  --- 477.367004
-0.055177,-0.011719,-0.989776,-0.356944,0.943876,0.207037,0.137699,-0.024903,-1.027863,  --- 478.367157
-0.055177,-0.011719,-0.989776,-0.356944,0.943876,0.207037,0.137699,-0.024903,-1.027863,  --- 479.367310
-0.052248,-0.000977,-0.986358,-0.360362,0.927762,0.215827,0.144047,-0.011719,-1.02298,  --- 480.367432
-0.056642,-0.007324,-0.9971,-0.350108,0.93411,0.203619,0.145024,-0.032716,-1.033234,  --- 481.624969
-0.056642,-0.007324,-0.9971,-0.350108,0.93411,0.203619,0.145024,-0.032716,-1.033234,  --- 482.625275
-0.043947,-0.000488,-0.97415,-0.34669,0.930204,0.204596,0.130375,-0.030274,-1.024445,  --- 483.625549
-0.043947,-0.000488,-0.97415,-0.34669,0.930204,0.204596,0.130375,-0.030274,-1.024445,  --- 484.626038
-0.061525,-0.014161,-0.988311,-0.34962,0.927274,0.210944,0.136235,-0.019532,-1.024933,  --- 485.626251
-0.061525,-0.014161,-0.988311,-0.34962,0.927274,0.210944,0.136235,-0.019532,-1.024933,  --- 486.626465
-0.06006,-0.014649,-0.979522,-0.345714,0.930204,0.215827,0.135746,-0.023927,-1.02005,  --- 487.626617
-0.06006,-0.014649,-0.979522,-0.345714,0.930204,0.215827,0.135746,-0.023927,-1.02005,  --- 488.626801
-0.052248,-0.003906,-0.990264,-0.354503,0.923368,0.226081,0.136235,-0.016114,-1.036652,  --- 489.626953
-0.052248,-0.003906,-0.990264,-0.354503,0.923368,0.226081,0.136235,-0.016114,-1.036652,  --- 490.627106
-0.047853,-0.007324,-0.983916,-0.354503,0.93118,0.206549,0.131352,-0.034669,-1.032258,  --- 491.627258
-0.047853,-0.007324,-0.983916,-0.354503,0.93118,0.206549,0.131352,-0.034669,-1.032258,  --- 492.886597
-0.0459,-0.013184,-0.990753,-0.353038,0.916532,0.206549,0.135258,-0.034181,-1.036164,  --- 493.886749
-0.055177,-0.007324,-0.989288,-0.355479,0.940946,0.206061,0.139164,-0.020508,-1.027375,  --- 494.886871
-0.055177,-0.007324,-0.989288,-0.355479,0.940946,0.206061,0.139164,-0.020508,-1.027375,  --- 495.887054
-0.049806,-0.006836,-0.98587,-0.355968,0.91116,0.215827,0.139164,-0.032228,-1.026398,  --- 496.887207
-0.049806,-0.006836,-0.98587,-0.355968,0.91116,0.215827,0.139164,-0.032228,-1.026398,  --- 497.890747
-0.049318,-0.012696,-0.987334,-0.35255,0.932645,0.215827,0.132328,-0.021973,-1.034699,  --- 498.905640
-0.049318,-0.012696,-0.987334,-0.35255,0.932645,0.215827,0.132328,-0.021973,-1.034699,  --- 499.905945
-0.054689,-0.007813,-0.989776,-0.36378,0.91995,0.220221,0.135746,-0.02588,-1.034211,  --- 500.906189
-0.054689,-0.007813,-0.989776,-0.36378,0.91995,0.220221,0.135746,-0.02588,-1.034211,  --- 501.906433
-0.050294,-0.013672,-0.990264,-0.355968,0.940458,0.194342,0.133793,-0.027833,-1.038606,  --- 502.906647
-0.043947,-0.003418,-0.977569,-0.363292,0.939481,0.214362,0.142582,-0.027833,-1.029328,  --- 504.165222
-0.043947,-0.003418,-0.977569,-0.363292,0.939481,0.214362,0.142582,-0.027833,-1.029328,  --- 505.165405
-0.059084,-0.008789,-0.986846,-0.354015,0.933622,0.205573,0.140629,-0.029786,-1.032746,  --- 506.165558
-0.059084,-0.008789,-0.986846,-0.354015,0.933622,0.205573,0.140629,-0.029786,-1.032746,  --- 507.165710
-0.058107,-0.005371,-0.980987,-0.34962,0.927762,0.218268,0.146,-0.031739,-1.036164,  --- 508.165863
-0.058107,-0.005371,-0.980987,-0.34962,0.927762,0.218268,0.146,-0.031739,-1.036164,  --- 509.165985
-0.0459,-0.007324,-0.995636,-0.354015,0.940458,0.206549,0.138188,-0.029298,-1.028351,  --- 510.166138
-0.0459,-0.007324,-0.995636,-0.354015,0.940458,0.206549,0.138188,-0.029298,-1.028351,  --- 511.166260
-0.046876,-0.000488,-0.97708,-0.34669,0.93704,0.199225,0.139164,-0.022462,-1.022492,  --- 512.166443
-0.046876,-0.000488,-0.97708,-0.34669,0.93704,0.199225,0.139164,-0.022462,-1.022492,  --- 513.166626
-0.050783,-0.012696,-0.988799,-0.356456,0.93997,0.210456,0.140141,-0.02295,-1.027863,  --- 514.166809
-0.044435,-0.008789,-0.976592,-0.359386,0.941923,0.212409,0.138676,-0.033692,-1.027375,  --- 515.455078
-0.044435,-0.008789,-0.976592,-0.359386,0.941923,0.212409,0.138676,-0.033692,-1.027375,  --- 516.455505
-0.052736,-0.00586,-0.988311,-0.353038,0.938505,0.207526,0.141606,-0.016114,-1.023957,  --- 517.455750
-0.052736,-0.00586,-0.988311,-0.353038,0.938505,0.207526,0.141606,-0.016114,-1.023957,  --- 518.455933
-0.053224,-0.007324,-0.982451,-0.359386,0.927762,0.204108,0.147465,-0.02588,-1.028351,  --- 519.456238
-0.053224,-0.007324,-0.982451,-0.359386,0.927762,0.204108,0.147465,-0.02588,-1.028351,  --- 520.456360
-0.051759,-0.012696,-0.98587,-0.354503,0.944364,0.204108,0.136723,-0.02002,-1.035676,  --- 521.456543
-0.051759,-0.012696,-0.98587,-0.354503,0.944364,0.204108,0.136723,-0.02002,-1.035676,  --- 522.456726
-0.048341,0.003418,-0.994171,-0.359386,0.927274,0.202643,0.133793,-0.014161,-1.033234,  --- 523.456848
-0.048341,0.003418,-0.994171,-0.359386,0.927274,0.202643,0.133793,-0.014161,-1.033234,  --- 524.457031
-0.050783,-0.004395,-0.970732,-0.349132,0.938017,0.208991,0.135258,-0.023927,-1.023468,  --- 525.457214
-0.046876,-0.008301,-0.98001,-0.356944,0.927274,0.218757,0.139164,-0.020997,-1.04593,  --- 526.775513
-0.046876,-0.008301,-0.98001,-0.356944,0.927274,0.218757,0.139164,-0.020997,-1.04593,  --- 527.775696
-0.050294,-0.008301,-0.994171,-0.352061,0.935575,0.207037,0.147954,-0.028809,-1.01712,  --- 528.775818
